split,filename,valid_pixels,void_pixels,unknown_nonvoid_pixels,ignored_pixels_total,total_pixels,valid_fraction,pixels_sky,contains_sky,pixels_building,contains_building,pixels_pole,contains_pole,pixels_road,contains_road,pixels_pavement,contains_pavement,pixels_tree,contains_tree,pixels_signsymbol,contains_signsymbol,pixels_fence,contains_fence,pixels_car,contains_car,pixels_pedestrian,contains_pedestrian,pixels_bicyclist,contains_bicyclist
train,0016E5_05820.png,687384,3816,0,3816,691200,0.9944791666666667,70273,1,313724,1,1732,1,186885,1,81094,1,0,0,5570,1,374,1,24961,1,2771,1,0,0
train,0016E5_05850.png,689015,2185,0,2185,691200,0.9968388310185186,72404,1,320573,1,2089,1,192112,1,77869,1,0,0,5038,1,154,1,13490,1,5163,1,123,1
train,0016E5_05880.png,688060,3140,0,3140,691200,0.995457175925926,71065,1,309924,1,2585,1,204083,1,78792,1,0,0,8661,1,129,1,1292,1,11395,1,134,1
train,0016E5_05910.png,689409,1791,0,1791,691200,0.9974088541666667,68086,1,293341,1,3416,1,221997,1,78232,1,0,0,13614,1,353,1,2411,1,7760,1,199,1
train,0016E5_06060.png,687011,4189,0,4189,691200,0.9939395254629629,75789,1,266704,1,5055,1,236948,1,55381,1,0,0,8809,1,12718,1,2773,1,22642,1,192,1
train,0016E5_06090.png,685200,6000,0,6000,691200,0.9913194444444444,79473,1,281918,1,2546,1,245235,1,48171,1,0,0,3347,1,13828,1,3646,1,6613,1,423,1
train,0016E5_06120.png,686991,4209,0,4209,691200,0.9939105902777777,85891,1,288214,1,3798,1,245317,1,41986,1,0,0,5692,1,0,0,5859,1,9298,1,936,1
train,0016E5_06150.png,686528,4672,0,4672,691200,0.9932407407407408,84654,1,274761,1,6414,1,247124,1,38962,1,0,0,8114,1,0,0,10597,1,11018,1,4884,1
train,0016E5_06180.png,685747,5453,0,5453,691200,0.9921108217592592,80649,1,268728,1,4688,1,249070,1,34951,1,0,0,11155,1,0,0,23175,1,13331,1,0,0
train,0016E5_06210.png,683476,7724,0,7724,691200,0.9888252314814815,74810,1,261696,1,4525,1,247212,1,15647,1,0,0,3336,1,0,0,66742,1,9508,1,0,0
train,0016E5_06360.png,677297,13903,0,13903,691200,0.9798857060185185,55997,1,259271,1,2132,1,215259,1,6566,1,0,0,11323,1,0,0,126326,1,423,1,0,0
train,0016E5_06390.png,673011,18189,0,18189,691200,0.9736848958333333,59999,1,279263,1,2931,1,208462,1,21053,1,0,0,6279,1,0,0,94414,1,610,1,0,0
train,0016E5_06420.png,668197,23003,0,23003,691200,0.9667201967592592,59459,1,260944,1,2143,1,210129,1,20645,1,0,0,4406,1,0,0,109156,1,1315,1,0,0
train,0016E5_06450.png,663469,27731,0,27731,691200,0.9598799189814815,58699,1,257935,1,2524,1,198460,1,22564,1,0,0,7346,1,0,0,113376,1,2565,1,0,0
train,0016E5_06480.png,654975,36225,0,36225,691200,0.9475911458333334,59529,1,237376,1,2337,1,186309,1,11820,1,0,0,5604,1,0,0,146882,1,4974,1,144,1
train,0016E5_06510.png,646580,44620,0,44620,691200,0.9354456018518519,57250,1,233446,1,3383,1,203376,1,16663,1,0,0,6163,1,0,0,113469,1,12569,1,261,1
train,0016E5_06660.png,489226,201974,0,201974,691200,0.7077922453703703,61631,1,148837,1,1868,1,225287,1,31166,1,0,0,4011,1,0,0,15555,1,753,1,118,1
train,0016E5_06690.png,479106,212094,0,212094,691200,0.6931510416666666,61629,1,130986,1,2589,1,228073,1,14017,1,0,0,5000,1,0,0,35893,1,749,1,170,1
train,0016E5_06720.png,474432,216768,0,216768,691200,0.6863888888888889,68418,1,127695,1,2401,1,201969,1,3414,1,0,0,3776,1,827,1,63527,1,2190,1,215,1
train,0016E5_06750.png,505875,185325,0,185325,691200,0.7318793402777778,72505,1,164156,1,4171,1,219220,1,28026,1,0,0,2459,1,1818,1,9918,1,3306,1,296,1
train,0016E5_06780.png,601582,89618,0,89618,691200,0.8703443287037037,76246,1,217822,1,3617,1,223402,1,23474,1,0,0,2097,1,17018,1,33783,1,3475,1,648,1
train,0016E5_06810.png,678137,13063,0,13063,691200,0.9811009837962963,80129,1,248385,1,2446,1,219528,1,27081,1,1354,1,4132,1,24516,1,64176,1,4454,1,1936,1
train,0016E5_06960.png,685390,5810,0,5810,691200,0.9915943287037037,80200,1,292340,1,3095,1,212749,1,44929,1,4251,1,6447,1,598,1,38994,1,1787,1,0,0
train,0016E5_06990.png,685619,5581,0,5581,691200,0.9919256365740741,76824,1,289768,1,5363,1,208832,1,61967,1,10291,1,7306,1,1235,1,21369,1,2664,1,0,0
train,0016E5_07020.png,681413,9787,0,9787,691200,0.9858405671296296,67699,1,232906,1,11462,1,213641,1,64184,1,15369,1,28281,1,4414,1,38604,1,4391,1,462,1
train,0016E5_07050.png,680251,10949,0,10949,691200,0.9841594328703703,70264,1,247061,1,6193,1,226953,1,78415,1,15637,1,3694,1,15124,1,7279,1,9154,1,477,1
train,0016E5_07080.png,683513,7687,0,7687,691200,0.9888787615740741,77510,1,254775,1,4075,1,192609,1,72395,1,3979,1,10195,1,1036,1,41995,1,23763,1,1181,1
train,0016E5_07110.png,683576,7624,0,7624,691200,0.9889699074074074,76131,1,264702,1,7754,1,252030,1,43642,1,3806,1,3221,1,2490,1,12120,1,12863,1,4817,1
train,0016E5_07260.png,679167,12033,0,12033,691200,0.9825911458333333,64072,1,269683,1,20021,1,219308,1,70096,1,9733,1,5249,1,4680,1,2608,1,13328,1,389,1
train,0016E5_07290.png,678433,12767,0,12767,691200,0.9815292245370371,63013,1,266084,1,25678,1,193889,1,93860,1,11608,1,2650,1,6106,1,4664,1,10488,1,393,1
train,0016E5_07320.png,678413,12787,0,12787,691200,0.9815002893518519,63789,1,266090,1,26128,1,191015,1,91833,1,13726,1,3019,1,2107,1,6465,1,13846,1,395,1
train,0016E5_07350.png,678993,12207,0,12207,691200,0.9823394097222222,69473,1,269227,1,16527,1,197234,1,90019,1,12145,1,3807,1,2894,1,5125,1,12128,1,414,1
train,0016E5_07380.png,677802,13398,0,13398,691200,0.9806163194444445,70953,1,255788,1,9958,1,230985,1,53071,1,18247,1,7564,1,3296,1,7916,1,19675,1,349,1
train,0016E5_07410.png,678445,12755,0,12755,691200,0.9815465856481481,75725,1,258315,1,10662,1,226177,1,53225,1,23741,1,1163,1,4892,1,12571,1,11523,1,451,1
train,0016E5_07560.png,679234,11966,0,11966,691200,0.9826880787037037,68466,1,164339,1,3509,1,220325,1,26728,1,103059,1,12802,1,7774,1,59697,1,11367,1,1168,1
train,0016E5_07590.png,682464,8736,0,8736,691200,0.9873611111111111,75377,1,206231,1,5499,1,229181,1,56313,1,69411,1,5618,1,216,1,13057,1,19921,1,1640,1
train,0016E5_07620.png,685054,6146,0,6146,691200,0.9911082175925926,50987,1,201237,1,2107,1,230627,1,56002,1,96282,1,6233,1,1016,1,15133,1,23440,1,1990,1
train,0016E5_07650.png,684410,6790,0,6790,691200,0.9901765046296296,53072,1,182474,1,3073,1,223950,1,59704,1,98603,1,5409,1,1624,1,15432,1,38488,1,2581,1
train,0016E5_07680.png,683992,7208,0,7208,691200,0.9895717592592592,58453,1,182499,1,5136,1,194063,1,67088,1,106708,1,9021,1,2000,1,21705,1,34110,1,3209,1
train,0016E5_07710.png,684608,6592,0,6592,691200,0.990462962962963,59245,1,173916,1,8025,1,186900,1,66199,1,102710,1,4772,1,3471,1,64255,1,10942,1,4173,1
train,0016E5_07860.png,677788,13412,0,13412,691200,0.9805960648148148,65005,1,93806,1,5928,1,211658,1,29404,1,128997,1,2644,1,29506,1,101711,1,2208,1,6921,1
train,0016E5_07890.png,679395,11805,0,11805,691200,0.9829210069444444,57836,1,118314,1,1142,1,218861,1,36510,1,126706,1,3947,1,30471,1,76154,1,2828,1,6626,1
train,0016E5_07920.png,678723,12477,0,12477,691200,0.9819487847222222,57913,1,159141,1,1672,1,222991,1,56399,1,124126,1,5736,1,27490,1,13407,1,2802,1,7046,1
train,0016E5_07959.png,689519,1681,0,1681,691200,0.9975679976851852,60229,1,211421,1,1479,1,195752,1,61031,1,102187,1,2834,1,16622,1,24532,1,4260,1,9172,1
train,0016E5_07961.png,687295,3905,0,3905,691200,0.9943504050925925,57609,1,211699,1,1550,1,193682,1,61188,1,102170,1,2868,1,15376,1,27713,1,4230,1,9210,1
train,0016E5_07963.png,686917,4283,0,4283,691200,0.9938035300925926,60182,1,209519,1,1705,1,190925,1,60729,1,98797,1,3057,1,15017,1,33450,1,4200,1,9336,1
train,0016E5_07973.png,688250,2950,0,2950,691200,0.9957320601851852,54726,1,210906,1,2400,1,192673,1,63912,1,101361,1,3519,1,13432,1,31647,1,3594,1,10080,1
train,0016E5_07975.png,688871,2329,0,2329,691200,0.9966304976851852,55117,1,211185,1,2043,1,194624,1,67214,1,102548,1,3544,1,15043,1,23763,1,3857,1,9933,1
train,0016E5_07977.png,688533,2667,0,2667,691200,0.9961414930555555,57082,1,214057,1,2421,1,197694,1,70589,1,98914,1,3724,1,17098,1,12821,1,3795,1,10338,1
train,0016E5_07979.png,676224,14976,0,14976,691200,0.9783333333333334,58081,1,213942,1,2794,1,199126,1,70666,1,90803,1,3748,1,16800,1,5638,1,3508,1,11118,1
train,0016E5_07981.png,689133,2067,0,2067,691200,0.9970095486111111,57067,1,221948,1,2528,1,207151,1,67111,1,92591,1,3907,1,16107,1,5990,1,3427,1,11306,1
train,0016E5_07983.png,676160,15040,0,15040,691200,0.9782407407407407,57865,1,213067,1,3075,1,203602,1,66384,1,91576,1,3450,1,15948,1,6813,1,3793,1,10587,1
train,0016E5_07993.png,683820,7380,0,7380,691200,0.9893229166666667,62998,1,216510,1,3459,1,192823,1,70912,1,92975,1,4846,1,15244,1,6486,1,4806,1,12761,1
train,0016E5_07995.png,685250,5950,0,5950,691200,0.9913917824074074,57396,1,215870,1,3567,1,194424,1,71093,1,100412,1,4640,1,13204,1,7181,1,5142,1,12321,1
train,0016E5_07997.png,690985,215,0,215,691200,0.9996889467592592,62061,1,219834,1,3441,1,196101,1,66372,1,96904,1,4574,1,14780,1,7440,1,5657,1,13821,1
train,0016E5_07999.png,673376,17824,0,17824,691200,0.974212962962963,59448,1,213768,1,2772,1,183995,1,73850,1,94846,1,4930,1,12898,1,8225,1,4911,1,13733,1
train,0016E5_08001.png,689463,1737,0,1737,691200,0.9974869791666666,57174,1,220829,1,2361,1,188415,1,72902,1,98075,1,5256,1,13330,1,9861,1,6817,1,14443,1
train,0016E5_08003.png,690354,846,0,846,691200,0.9987760416666667,62432,1,220661,1,2059,1,186341,1,73155,1,95580,1,5477,1,13396,1,10159,1,6519,1,14575,1
train,0016E5_08013.png,683470,7730,0,7730,691200,0.9888165509259259,60310,1,211260,1,3320,1,181765,1,72577,1,100364,1,6053,1,13331,1,11777,1,4335,1,18378,1
train,0016E5_08015.png,682496,8704,0,8704,691200,0.9874074074074074,64081,1,210627,1,3764,1,180861,1,72977,1,96402,1,6204,1,14929,1,12414,1,2671,1,17566,1
train,0016E5_08017.png,685762,5438,0,5438,691200,0.9921325231481481,64184,1,211442,1,3609,1,179835,1,73173,1,97730,1,6679,1,15721,1,15499,1,2681,1,15209,1
train,0016E5_08019.png,684417,6783,0,6783,691200,0.9901866319444445,64696,1,210321,1,4153,1,179023,1,74570,1,97731,1,6579,1,16867,1,16101,1,2998,1,11378,1
train,0016E5_08021.png,683446,7754,0,7754,691200,0.9887818287037037,66274,1,213162,1,3915,1,177715,1,71024,1,97392,1,6564,1,16727,1,16687,1,2905,1,11081,1
train,0016E5_08023.png,680418,10782,0,10782,691200,0.9844010416666666,65602,1,211410,1,3844,1,173859,1,72779,1,97304,1,6772,1,16999,1,17972,1,2966,1,10911,1
train,0016E5_08033.png,683814,7386,0,7386,691200,0.9893142361111111,65429,1,199531,1,4837,1,177001,1,70027,1,100985,1,8137,1,15610,1,27138,1,3674,1,11445,1
train,0016E5_08035.png,682318,8882,0,8882,691200,0.9871498842592593,63185,1,198461,1,4453,1,177395,1,69128,1,99100,1,8357,1,18429,1,28468,1,3782,1,11560,1
train,0016E5_08037.png,683319,7881,0,7881,691200,0.9885980902777778,62406,1,193508,1,4372,1,178349,1,69289,1,102163,1,7993,1,15621,1,34090,1,3820,1,11708,1
train,0016E5_08039.png,683048,8152,0,8152,691200,0.9882060185185185,62761,1,192867,1,4093,1,174881,1,66962,1,104034,1,8023,1,15710,1,37695,1,3992,1,12030,1
train,0016E5_08041.png,683682,7518,0,7518,691200,0.9891232638888889,64371,1,191886,1,3972,1,173244,1,65547,1,101756,1,7425,1,16001,1,43224,1,4036,1,12220,1
train,0016E5_08043.png,683074,8126,0,8126,691200,0.9882436342592592,65039,1,189816,1,4667,1,170761,1,64638,1,102687,1,6817,1,15069,1,47236,1,4094,1,12250,1
train,0016E5_08053.png,679146,12054,0,12054,691200,0.9825607638888889,67724,1,181604,1,4609,1,174524,1,66644,1,102392,1,7632,1,16330,1,40351,1,4968,1,12368,1
train,0016E5_08055.png,687260,3940,0,3940,691200,0.9942997685185185,66721,1,188917,1,4440,1,175896,1,66708,1,107608,1,7915,1,16459,1,35002,1,5029,1,12565,1
train,0016E5_08057.png,686034,5166,0,5166,691200,0.9925260416666667,63374,1,191366,1,5843,1,178042,1,63144,1,111126,1,8680,1,20187,1,27788,1,3766,1,12718,1
train,0016E5_08059.png,686961,4239,0,4239,691200,0.9938671875,66576,1,187143,1,7783,1,180560,1,69265,1,111059,1,10000,1,18215,1,18877,1,4838,1,12645,1
train,0016E5_08061.png,688772,2428,0,2428,691200,0.9964872685185185,68411,1,193846,1,8548,1,191584,1,72262,1,103927,1,8646,1,17587,1,5521,1,5418,1,13022,1
train,0016E5_08063.png,689955,1245,0,1245,691200,0.9981987847222222,68363,1,190315,1,6832,1,191459,1,71425,1,110283,1,8699,1,17889,1,5808,1,5766,1,13116,1
train,0016E5_08073.png,687888,3312,0,3312,691200,0.9952083333333334,70430,1,179254,1,7181,1,193996,1,69296,1,114615,1,7162,1,19103,1,7439,1,6743,1,12669,1
train,0016E5_08075.png,680495,10705,0,10705,691200,0.9845124421296296,71291,1,167644,1,8155,1,192731,1,67053,1,119358,1,7302,1,19109,1,7711,1,7127,1,13014,1
train,0016E5_08077.png,688444,2756,0,2756,691200,0.9960127314814815,73153,1,172426,1,8346,1,193009,1,67239,1,117430,1,8751,1,19369,1,7986,1,7680,1,13055,1
train,0016E5_08079.png,688476,2724,0,2724,691200,0.9960590277777778,72791,1,169599,1,7025,1,195436,1,64733,1,119741,1,9302,1,20037,1,8469,1,7877,1,13466,1
train,0016E5_08081.png,688541,2659,0,2659,691200,0.9961530671296296,71844,1,166895,1,5207,1,196552,1,65019,1,120731,1,9794,1,21468,1,8947,1,8505,1,13579,1
train,0016E5_08083.png,689127,2073,0,2073,691200,0.9970008680555555,67705,1,161447,1,5254,1,203645,1,62755,1,123474,1,10544,1,21442,1,9689,1,9068,1,14104,1
train,0016E5_08093.png,685891,5309,0,5309,691200,0.9923191550925926,70470,1,135956,1,6977,1,209005,1,55608,1,130000,1,16642,1,21570,1,11081,1,13269,1,15313,1
train,0016E5_08095.png,686385,4815,0,4815,691200,0.9930338541666667,70397,1,135987,1,1733,1,210633,1,53937,1,131779,1,17720,1,22030,1,12278,1,14446,1,15445,1
train,0016E5_08097.png,686271,4929,0,4929,691200,0.9928689236111111,69600,1,132395,1,1626,1,214354,1,51335,1,133492,1,17365,1,21551,1,13092,1,15508,1,15953,1
train,0016E5_08099.png,686191,5009,0,5009,691200,0.9927531828703704,71665,1,130817,1,1677,1,214701,1,50284,1,134799,1,13048,1,21534,1,13977,1,17151,1,16538,1
train,0016E5_08101.png,686048,5152,0,5152,691200,0.9925462962962963,68084,1,134197,1,2188,1,213953,1,50447,1,139402,1,7363,1,20847,1,13719,1,18070,1,17778,1
train,0016E5_08103.png,686529,4671,0,4671,691200,0.9932421875,71313,1,142356,1,1713,1,214768,1,50450,1,137473,1,1826,1,20781,1,14801,1,12758,1,18290,1
train,0016E5_08113.png,686634,4566,0,4566,691200,0.9933940972222223,69131,1,138498,1,2604,1,221404,1,45182,1,140938,1,2536,1,21416,1,17554,1,6158,1,21213,1
train,0016E5_08115.png,687043,4157,0,4157,691200,0.9939858217592593,68282,1,137558,1,2391,1,220449,1,44101,1,142190,1,2791,1,22596,1,17438,1,7108,1,22139,1
train,0016E5_08117.png,686234,4966,0,4966,691200,0.9928153935185186,69626,1,137055,1,2551,1,221323,1,40821,1,139019,1,2947,1,24365,1,16678,1,8017,1,23832,1
train,0016E5_08119.png,686283,4917,0,4917,691200,0.9928862847222222,68736,1,136479,1,3081,1,221839,1,40593,1,136808,1,3143,1,24837,1,17104,1,8540,1,25123,1
train,0016E5_08121.png,687538,3662,0,3662,691200,0.9947019675925926,65461,1,136173,1,2644,1,225317,1,40666,1,135742,1,3249,1,26678,1,16866,1,8148,1,26594,1
train,0016E5_08123.png,688313,2887,0,2887,691200,0.9958232060185185,57993,1,139404,1,3301,1,228061,1,44809,1,133714,1,3657,1,28344,1,15814,1,5589,1,27627,1
train,0016E5_08133.png,686675,4525,0,4525,691200,0.9934534143518519,58184,1,136154,1,4470,1,233127,1,39790,1,124253,1,5527,1,40513,1,9692,1,1264,1,33701,1
train,0016E5_08135.png,686331,4869,0,4869,691200,0.9929557291666666,60058,1,137344,1,4629,1,225253,1,40169,1,129908,1,5668,1,41456,1,9901,1,1485,1,30460,1
train,0016E5_08137.png,688929,2271,0,2271,691200,0.9967144097222222,63338,1,145801,1,5537,1,223042,1,39626,1,128478,1,6253,1,40713,1,11077,1,1257,1,23807,1
train,0016E5_08139.png,685638,5562,0,5562,691200,0.991953125,65917,1,140321,1,6037,1,225455,1,42998,1,126680,1,7511,1,41048,1,10616,1,1542,1,17513,1
train,0016E5_08141.png,685588,5612,0,5612,691200,0.9918807870370371,65575,1,146066,1,2260,1,229130,1,41880,1,125747,1,8001,1,41627,1,11905,1,1110,1,12287,1
train,0016E5_08143.png,685977,5223,0,5223,691200,0.9924435763888889,63323,1,146131,1,1853,1,229409,1,44245,1,130398,1,4783,1,41446,1,11730,1,1331,1,11328,1
train,0016E5_08153.png,685431,5769,0,5769,691200,0.9916536458333334,58308,1,159085,1,2140,1,231849,1,44571,1,123943,1,2411,1,39630,1,6384,1,1636,1,15474,1
train,0016E5_08155.png,685106,6094,0,6094,691200,0.9911834490740741,56095,1,159062,1,1882,1,229500,1,45954,1,126158,1,2513,1,39006,1,6562,1,1556,1,16818,1
train,0016E5_08157.png,685221,5979,0,5979,691200,0.9913498263888889,58483,1,161135,1,2075,1,225730,1,45462,1,125721,1,2661,1,37341,1,7156,1,1729,1,17728,1
train,0016E5_08159.png,684296,6904,0,6904,691200,0.990011574074074,60359,1,163302,1,2132,1,219876,1,46730,1,124275,1,2770,1,37090,1,7101,1,1531,1,19130,1
train,0016E5_08190.png,662412,28788,0,28788,691200,0.9583506944444444,50629,1,178866,1,4493,1,245056,1,46590,1,93503,1,9163,1,28794,1,952,1,4222,1,144,1
train,0016E5_08220.png,660883,30317,0,30317,691200,0.9561385995370371,50175,1,199600,1,6017,1,248871,1,41735,1,80634,1,5150,1,22083,1,1063,1,5379,1,176,1
train,0016E5_08370.png,540184,151016,0,151016,691200,0.7815162037037037,55047,1,146627,1,1566,1,247220,1,29925,1,0,0,7049,1,0,0,6237,1,44051,1,2462,1
train,0016E5_08400.png,611796,79404,0,79404,691200,0.8851215277777778,57323,1,205896,1,3413,1,266394,1,31533,1,0,0,15256,1,0,0,10306,1,15262,1,6413,1
train,0016E5_08430.png,685460,5740,0,5740,691200,0.9916956018518519,39444,1,308933,1,6367,1,254722,1,31607,1,0,0,7702,1,0,0,12009,1,11762,1,12914,1
train,0016E5_08460.png,676437,14763,0,14763,691200,0.9786414930555556,50982,1,264509,1,5671,1,238018,1,53777,1,10207,1,2432,1,0,0,8205,1,16053,1,26583,1
train,0016E5_08490.png,662739,28461,0,28461,691200,0.9588237847222222,78373,1,202508,1,14225,1,213856,1,92835,1,33284,1,4204,1,0,0,10364,1,13090,1,0,0
train,0016E5_08520.png,658625,32575,0,32575,691200,0.9528718171296297,109980,1,162377,1,31767,1,171190,1,92467,1,53643,1,2077,1,9779,1,10445,1,14900,1,0,0
train,Seq05VD_f00000.png,491882,199318,0,199318,691200,0.711634837962963,34513,1,32909,1,2203,1,215715,1,37395,1,100579,1,0,0,57341,1,11227,1,0,0,0,0
train,Seq05VD_f00030.png,657535,33665,0,33665,691200,0.951294849537037,55826,1,53394,1,6492,1,223375,1,69913,1,177140,1,4776,1,28082,1,38432,1,105,1,0,0
train,Seq05VD_f00060.png,624078,67122,0,67122,691200,0.902890625,69717,1,25135,1,11571,1,219238,1,67160,1,167980,1,2532,1,25145,1,35306,1,294,1,0,0
train,Seq05VD_f00090.png,627711,63489,0,63489,691200,0.9081467013888889,56707,1,14222,1,4712,1,207070,1,67776,1,197112,1,10470,1,27143,1,42214,1,285,1,0,0
train,Seq05VD_f00120.png,679430,11770,0,11770,691200,0.9829716435185185,64456,1,38251,1,5898,1,218340,1,86329,1,213864,1,16489,1,29878,1,5039,1,886,1,0,0
train,Seq05VD_f00150.png,667225,23975,0,23975,691200,0.9653139467592593,64950,1,50863,1,5083,1,208420,1,100750,1,199862,1,11332,1,15108,1,10000,1,857,1,0,0
train,Seq05VD_f00300.png,665501,25699,0,25699,691200,0.9628197337962963,138522,1,157506,1,16173,1,183166,1,76198,1,28383,1,2415,1,29134,1,32009,1,1995,1,0,0
train,Seq05VD_f00330.png,681971,9229,0,9229,691200,0.9866478587962964,144958,1,151026,1,6273,1,196842,1,89253,1,37646,1,3954,1,26372,1,18487,1,7160,1,0,0
train,Seq05VD_f00360.png,683387,7813,0,7813,691200,0.9886964699074074,164121,1,183652,1,5141,1,183524,1,85393,1,41454,1,6295,1,10786,1,2765,1,256,1,0,0
train,Seq05VD_f00390.png,684779,6421,0,6421,691200,0.9907103587962963,129710,1,160946,1,10971,1,217388,1,74614,1,48400,1,23645,1,16940,1,1736,1,429,1,0,0
train,Seq05VD_f00420.png,686346,4854,0,4854,691200,0.9929774305555555,126616,1,219766,1,4990,1,254096,1,32881,1,31769,1,1414,1,12499,1,1701,1,614,1,0,0
train,Seq05VD_f00450.png,685989,5211,0,5211,691200,0.9924609375,102382,1,225795,1,9405,1,202249,1,73439,1,50847,1,4448,1,15102,1,1295,1,1027,1,0,0
train,Seq05VD_f00600.png,687625,3575,0,3575,691200,0.9948278356481481,100317,1,304889,1,13285,1,182254,1,66968,1,13894,1,2434,1,0,0,2551,1,1033,1,0,0
train,Seq05VD_f00630.png,688266,2934,0,2934,691200,0.9957552083333333,91537,1,255735,1,3458,1,202484,1,66967,1,62944,1,1092,1,642,1,2383,1,742,1,282,1
train,Seq05VD_f00660.png,685559,5641,0,5641,691200,0.9918388310185186,94132,1,234819,1,5572,1,199125,1,69190,1,71844,1,1991,1,3960,1,3706,1,1220,1,0,0
train,Seq05VD_f00690.png,647548,43652,0,43652,691200,0.9368460648148148,82193,1,264997,1,2090,1,193219,1,75305,1,21211,1,111,1,0,0,1883,1,2540,1,3999,1
train,Seq05VD_f00720.png,672390,18810,0,18810,691200,0.9727864583333333,89586,1,248225,1,6294,1,201231,1,70535,1,37136,1,253,1,5594,1,11766,1,1628,1,142,1
train,Seq05VD_f00750.png,681856,9344,0,9344,691200,0.9864814814814815,97021,1,214596,1,4472,1,201925,1,67402,1,48025,1,987,1,30587,1,12910,1,3790,1,141,1
train,Seq05VD_f00900.png,678133,13067,0,13067,691200,0.9810951967592593,82027,1,272270,1,11499,1,208626,1,69344,1,11879,1,6446,1,0,0,5419,1,5560,1,5063,1
train,Seq05VD_f00930.png,684904,6296,0,6296,691200,0.9908912037037036,102709,1,253525,1,4858,1,207708,1,66206,1,36517,1,4858,1,0,0,1938,1,1617,1,4968,1
train,Seq05VD_f00960.png,685661,5539,0,5539,691200,0.9919864004629629,125320,1,251487,1,7902,1,203511,1,69858,1,8018,1,12301,1,0,0,3740,1,3524,1,0,0
train,Seq05VD_f00990.png,668090,23110,0,23110,691200,0.9665653935185186,115670,1,186981,1,12810,1,204358,1,83403,1,46230,1,264,1,0,0,15580,1,2794,1,0,0
train,Seq05VD_f01020.png,638637,52563,0,52563,691200,0.9239539930555556,81523,1,259556,1,11696,1,161582,1,69405,1,43630,1,823,1,0,0,1985,1,8437,1,0,0
train,Seq05VD_f01050.png,664911,26289,0,26289,691200,0.9619661458333333,78954,1,249555,1,9375,1,179250,1,85035,1,51757,1,4345,1,0,0,3416,1,3038,1,186,1
train,Seq05VD_f01200.png,681665,9535,0,9535,691200,0.986205150462963,113997,1,217528,1,7552,1,178338,1,74541,1,79207,1,1920,1,0,0,1108,1,7474,1,0,0
train,Seq05VD_f01230.png,667124,24076,0,24076,691200,0.9651678240740741,91923,1,285090,1,9662,1,187105,1,72090,1,13916,1,4497,1,0,0,1421,1,1420,1,0,0
train,Seq05VD_f01260.png,686801,4399,0,4399,691200,0.9936357060185185,81279,1,304607,1,10666,1,184460,1,71523,1,20095,1,10276,1,0,0,2114,1,1781,1,0,0
train,Seq05VD_f01290.png,679841,11359,0,11359,691200,0.9835662615740741,76298,1,264873,1,7635,1,219408,1,59333,1,37052,1,12663,1,0,0,2539,1,40,1,0,0
train,Seq05VD_f01320.png,684628,6572,0,6572,691200,0.9904918981481482,61663,1,266804,1,5303,1,181504,1,82184,1,80798,1,2157,1,0,0,3829,1,386,1,0,0
train,Seq05VD_f01350.png,682919,8281,0,8281,691200,0.9880193865740741,64259,1,214579,1,8850,1,174270,1,71310,1,122654,1,2438,1,483,1,24076,1,0,0,0,0
train,Seq05VD_f01500.png,686471,4729,0,4729,691200,0.993158275462963,115990,1,152750,1,11055,1,176944,1,90596,1,87992,1,4890,1,24155,1,20973,1,1126,1,0,0
train,Seq05VD_f01530.png,687716,3484,0,3484,691200,0.9949594907407407,110191,1,149322,1,9174,1,189065,1,92496,1,107602,1,3187,1,2559,1,21761,1,2359,1,0,0
train,Seq05VD_f01560.png,687806,3394,0,3394,691200,0.9950896990740741,70324,1,158184,1,12887,1,189953,1,83978,1,139708,1,4551,1,9168,1,12868,1,6185,1,0,0
train,Seq05VD_f01590.png,686438,4762,0,4762,691200,0.9931105324074074,56077,1,138139,1,6406,1,203034,1,78931,1,151129,1,2614,1,45572,1,1317,1,3219,1,0,0
train,Seq05VD_f01620.png,675337,15863,0,15863,691200,0.9770500578703704,73537,1,206434,1,10432,1,197770,1,72495,1,82379,1,5423,1,15022,1,4266,1,7579,1,0,0
train,Seq05VD_f01650.png,687548,3652,0,3652,691200,0.9947164351851852,69030,1,251644,1,4609,1,171482,1,90263,1,70842,1,3937,1,0,0,25127,1,614,1,0,0
train,Seq05VD_f01800.png,679285,11915,0,11915,691200,0.982761863425926,73709,1,202823,1,16260,1,193181,1,107056,1,68101,1,10168,1,0,0,753,1,7234,1,0,0
train,Seq05VD_f01830.png,681554,9646,0,9646,691200,0.9860445601851852,90645,1,223285,1,13213,1,205455,1,104040,1,22105,1,15763,1,0,0,951,1,6097,1,0,0
train,Seq05VD_f01860.png,680413,10787,0,10787,691200,0.9843938078703703,74658,1,212562,1,20595,1,211525,1,102087,1,31077,1,20303,1,0,0,1118,1,6488,1,0,0
train,Seq05VD_f01890.png,683015,8185,0,8185,691200,0.988158275462963,73920,1,212746,1,16723,1,218340,1,97300,1,32064,1,22950,1,0,0,1144,1,7828,1,0,0
train,Seq05VD_f01920.png,672192,19008,0,19008,691200,0.9725,82195,1,212298,1,16643,1,210772,1,98048,1,21909,1,21650,1,0,0,1566,1,7111,1,0,0
train,Seq05VD_f01950.png,678920,12280,0,12280,691200,0.9822337962962963,81667,1,210585,1,15151,1,207398,1,100083,1,32662,1,21638,1,0,0,1454,1,8282,1,0,0
